TransactionID,AccountID,TransactionDate,TransactionType,TransactionAmount,Country,IsFlagged,AccountBalance,BeneficiaryAccountID,TransactionDescription
2638,3333679,2022-10-18,payment,44333.68483090909,Brazil,Normal,502341.41872723977,6410648,ATM withdrawal
2639,1435477,2022-11-05,payment,94796.61206597196,USA,Normal,463135.2801644087,9866089,Online purchase
2640,8736484,2022-02-24,transfer,13474.54607315228,India,Normal,231703.14906932137,7288537,Loan repayment
2641,6651944,2022-06-21,transfer,76723.9231577363,China,Normal,852494.7621436629,2577753,Payment for services
2642,5327308,2022-05-26,credit,61767.62867384906,Germany,Normal,91091.8055941506,7816662,Transfer to savings
2643,2581420,2022-08-21,debit,82008.21131314164,Germany,Normal,982297.7353827882,5353194,ATM withdrawal
2644,1786261,2022-11-25,payment,60071.78551629096,Brazil,Normal,476127.388351913,6406330,Online purchase
2645,4494708,2022-10-06,credit,96284.03495794818,China,Normal,186068.40089576415,7667083,Loan repayment
2646,7952314,2022-09-26,credit,62696.91377467646,USA,Normal,354392.6229629061,2136739,Payment for services
2647,4079042,2022-09-10,credit,78462.56649319337,Brazil,Normal,15468.64569051788,7121375,Transfer to savings
2648,7665769,2022-03-10,payment,87759.4014356114,Russia,Normal,166606.02699031102,9915241,ATM withdrawal
2649,7538655,2022-09-16,payment,71461.2012863339,Germany,Normal,335406.2853307459,2461249,Online purchase
2650,9514668,2022-08-28,credit,52428.4232897504,Russia,Normal,554459.8372241121,2762235,Loan repayment
2651,6968633,2022-05-20,payment,27288.979705554397,China,Normal,129567.89656038994,7952506,Payment for services
2652,7898046,2022-04-09,credit,85450.71641343297,India,Normal,675995.6998534972,6405283,Transfer to savings
2653,4077099,2022-02-27,transfer,48063.01948634095,Russia,Normal,844292.0623401809,3748381,ATM withdrawal
2654,3844180,2022-06-19,payment,62074.615551242554,USA,Normal,572382.3765128586,9164024,Online purchase
2655,7758699,2022-03-25,transfer,7931.861522713173,Germany,Normal,296971.75708050164,3578877,Loan repayment
2656,8983939,2022-08-23,debit,49740.15879945371,China,Normal,121480.18625332284,2259710,Payment for services
2657,6066112,2022-11-28,payment,69818.7828255443,India,Normal,15633.509477649628,2608520,Transfer to savings
2658,5093886,2022-05-12,debit,58411.35027427766,Germany,Normal,731829.152764987,4487398,ATM withdrawal
2659,9950668,2022-04-06,credit,44861.000056010045,India,Normal,628516.5203758925,3669589,Online purchase
2660,6301358,2022-01-08,payment,22350.497401799425,Germany,Normal,476335.77769477037,5209794,Loan repayment
2661,2506145,2022-06-22,payment,30973.923307015055,Brazil,Normal,102085.35266491589,8192351,Payment for services
2662,3648202,2022-06-01,payment,70065.42957264849,Brazil,Normal,207104.4787458398,5903200,Transfer to savings
2663,2192931,2022-10-18,debit,22426.827976951496,Brazil,Normal,815190.7864562735,4378948,ATM withdrawal
2664,5889084,2022-12-12,debit,62176.444264735095,China,Normal,479903.48287356744,1533471,Online purchase
2665,8133456,2022-04-09,credit,58977.863879494755,Brazil,Normal,962836.5763334108,4964517,Loan repayment
2666,1871522,2022-03-31,transfer,97042.0437638925,China,Normal,999972.1501532455,5313768,Payment for services
2667,7049531,2022-11-09,transfer,6087.576430042142,USA,Normal,800727.0556529512,2407187,Transfer to savings
2668,7890709,2022-11-24,debit,10821.179503533189,Brazil,Normal,258257.79154610372,3201015,ATM withdrawal
2669,3181906,2022-07-27,payment,50613.28572991925,China,Normal,231191.8506839036,7278817,Online purchase
2670,9990884,2022-08-07,transfer,52715.71143710992,Germany,Normal,253708.95699178023,4214010,Loan repayment
2671,2500134,2022-09-21,transfer,4002.3666039290724,China,Normal,986786.4003086709,6311701,Payment for services
2672,3604884,2022-06-17,debit,82587.28353173661,Russia,Normal,335406.94402048475,5581946,Transfer to savings
2673,2705243,2022-02-14,credit,49477.402575308544,China,Normal,706476.0989703245,5414492,ATM withdrawal
2674,5274692,2022-07-25,debit,34670.90822658647,Russia,Normal,959021.8080403798,7337670,Online purchase
2675,1239779,2022-12-09,debit,31892.188523781435,Germany,Normal,819614.1871539431,7166955,Loan repayment
2676,3975605,2022-02-18,payment,86142.1040836026,China,Normal,597644.0487497397,9666245,Payment for services
2677,6099154,2022-04-05,debit,19681.319314153752,Germany,Normal,169048.62811926493,5860386,Transfer to savings
2678,7289249,2022-03-13,payment,16050.166366206598,Russia,Normal,175020.75085387856,4380029,ATM withdrawal
2679,9152885,2022-09-02,credit,21325.721137036086,India,Normal,492473.8432598265,5346947,Online purchase
2680,7164014,2022-06-15,payment,62506.00453971984,Brazil,Normal,951949.3014246556,7488828,Loan repayment
2681,8499412,2022-05-08,credit,81094.97625428463,Russia,Suspicious,904503.2463810797,8756229,Payment for services
2682,7216074,2022-01-04,credit,33104.559591880075,USA,Normal,166275.4362488716,3609168,Transfer to savings
2683,6333968,2022-05-14,credit,17354.46519150014,China,Normal,287790.9728003634,8297968,ATM withdrawal
2684,5588727,2022-07-16,debit,20927.324821185768,Germany,Normal,588852.4344244197,3953367,Online purchase
2685,9325032,2022-05-01,payment,61922.18601399992,Brazil,Normal,477482.7492037396,9990967,Loan repayment
2686,9978989,2022-08-17,transfer,24611.062269160848,China,Normal,119450.87309557469,5914571,Payment for services
2687,4683909,2022-05-17,debit,87729.25033282317,Brazil,Normal,369370.2562796196,4030840,Transfer to savings
2688,2539600,2022-06-18,credit,10398.096527887254,India,Normal,954718.8962185311,7437020,ATM withdrawal
2689,8465106,2022-06-04,transfer,3246.5297152119647,China,Normal,951447.0805220283,9052029,Online purchase
2690,6083801,2022-10-26,debit,8846.940813630785,Germany,Normal,559469.9384384889,2863777,Loan repayment
2691,3227503,2022-10-21,transfer,84565.85560742818,India,Normal,635297.7785467599,7247501,Payment for services
2692,4070771,2022-01-06,credit,65126.439671369444,China,Normal,221984.0902308717,5641306,Transfer to savings
2693,2143647,2022-05-14,transfer,95774.88586539387,Brazil,Normal,741978.5311479892,7660391,ATM withdrawal
2694,8156406,2022-12-01,transfer,33636.291161563066,India,Normal,52590.93751616787,1790965,Online purchase
2695,2416953,2022-07-04,credit,21275.686019689845,Germany,Normal,220760.11994511454,2967502,Loan repayment
2696,3694245,2022-12-21,transfer,56201.90417898178,China,Normal,5983.099296241851,2517539,Payment for services
2697,1421280,2022-05-01,debit,53787.44962988359,Brazil,Normal,385762.68862539367,1407951,Transfer to savings
2698,1909245,2022-02-01,transfer,59106.48857965022,Brazil,Normal,850276.1725822215,7475123,ATM withdrawal
2699,1341207,2022-12-08,payment,34759.91092740828,Russia,Normal,982508.2264622586,8055733,Online purchase
2700,2230746,2022-03-02,debit,599.6350342783079,India,Normal,667789.1997830191,3371166,Loan repayment
2701,4289791,2022-08-27,transfer,3512.8149775322768,China,Normal,744892.1987578898,9242259,Payment for services
2702,1592632,2022-06-07,payment,66386.00787763706,Russia,Normal,262823.30325711856,6690009,Transfer to savings
2703,2162189,2022-03-23,payment,52330.57223506658,Brazil,Normal,520380.66021946596,6321186,ATM withdrawal
2704,6730385,2022-07-27,payment,82102.91585253084,India,Normal,736604.2410354823,6647655,Online purchase
2705,9802907,2022-12-18,transfer,30047.981780091824,USA,Normal,497326.09838418243,1038828,Loan repayment
2706,3381486,2022-09-15,credit,81549.0690007452,Brazil,Normal,88637.5374748345,2936990,Payment for services
2707,7713070,2022-12-27,payment,42554.88643101981,India,Normal,740890.1067449928,7891178,Transfer to savings
2708,9168326,2022-06-09,credit,9678.871570778261,USA,Normal,219642.4354355645,3072519,ATM withdrawal
2709,6393455,2022-12-20,debit,97791.37714344352,India,Normal,97787.90117056204,9176406,Online purchase
2710,1125438,2022-03-02,credit,51198.473555260534,Brazil,Normal,478110.14303049946,6324590,Loan repayment
2711,4770183,2022-11-24,credit,62951.55661109501,USA,Normal,74701.61689183315,7480041,Payment for services
2712,8085904,2022-06-01,credit,67083.0106770919,India,Normal,629480.7226149556,1980643,Transfer to savings
2713,7699744,2022-07-08,credit,36247.6011001658,China,Normal,640509.2029882139,7436430,ATM withdrawal
2714,3801445,2022-11-11,credit,74755.3567030151,USA,Normal,256776.30293569595,4348945,Online purchase
2715,7839789,2022-04-24,debit,87027.9438704482,India,Suspicious,964537.9683654128,2005528,Loan repayment
2716,9570556,2022-04-23,debit,38724.82577162174,China,Normal,824469.1415878154,2266768,Payment for services
2717,3582814,2022-03-10,credit,65703.5186542885,USA,Normal,109675.99920393752,8087204,Transfer to savings
2718,4769457,2022-09-02,credit,75714.81115948118,India,Normal,748537.2761263611,8996784,ATM withdrawal
2719,2206751,2022-03-20,payment,19020.68850993124,Brazil,Normal,353139.38014107343,7948499,Online purchase
2720,1953692,2022-08-21,debit,33266.282478752786,USA,Normal,750313.4927967939,3698769,Loan repayment
2721,1217770,2022-11-07,transfer,10888.496679631675,USA,Normal,800814.7128733736,6269311,Payment for services
2722,5099906,2022-07-11,debit,60224.82434017786,China,Normal,151462.91825485558,8742581,Transfer to savings
2723,5836917,2022-08-01,transfer,80095.76020512742,Russia,Normal,661875.8006394188,7013976,ATM withdrawal
2724,7969129,2022-12-26,payment,61087.75727192751,Russia,Normal,862743.6874932597,9073600,Online purchase
2725,6910184,2022-10-09,credit,17986.58525939463,India,Normal,323441.2866882683,4823162,Loan repayment
2726,7082199,2022-08-30,payment,54641.385417703474,Brazil,Normal,80420.27135054627,5037678,Payment for services
2727,6301533,2022-10-03,credit,83495.0655111557,China,Normal,27364.753191204836,1381461,Transfer to savings
2728,2790008,2022-12-07,debit,30279.45235986113,USA,Normal,110089.96030068891,2288535,ATM withdrawal
2729,2826525,2022-04-22,credit,83266.82371024152,Russia,Normal,4305.50069088559,4437706,Online purchase
2730,5513070,2022-05-07,transfer,78464.4821441611,China,Normal,327013.247798589,7185881,Loan repayment
2731,8417874,2022-12-15,transfer,2183.86337558912,China,Fraudulent,299398.65510365186,3160985,Payment for services
2732,7151537,2022-11-02,payment,23953.08686040934,China,Normal,110430.2335606494,1168928,Transfer to savings
2733,5466951,2022-02-11,debit,54298.811155714604,USA,Normal,651152.7663149876,6123287,ATM withdrawal
2734,2478768,2022-09-27,transfer,71764.56082822573,Germany,Normal,991907.1672038259,4015728,Online purchase
2735,8089478,2022-08-17,payment,88054.24726002639,China,Normal,900936.322203104,4452429,Loan repayment
2736,6124674,2022-09-28,debit,64107.821403606744,Germany,Normal,252925.31461708722,6222738,Payment for services
2737,9326435,2022-12-27,debit,38040.61368324142,Russia,Normal,770004.6348082498,6380791,Transfer to savings
2738,1402980,2022-07-05,payment,18470.874401664165,Brazil,Normal,936869.5769586907,2958955,ATM withdrawal
2739,8557260,2022-02-09,transfer,76005.98518768852,Russia,Normal,906373.600621844,2793601,Online purchase
2740,7932667,2022-10-16,transfer,20686.08811681877,Brazil,Normal,884561.0663591572,4822476,Loan repayment
2741,3531528,2022-02-27,payment,69546.0978416103,Brazil,Normal,786471.8671263757,2344081,Payment for services
2742,3108542,2022-02-01,transfer,18129.34962094703,Russia,Normal,293062.17696343636,9401892,Transfer to savings
2743,7922496,2022-10-08,payment,9114.47449244335,India,Fraudulent,83654.70990417116,2507604,ATM withdrawal
2744,4502626,2022-09-16,transfer,25117.511368416384,USA,Normal,487870.5709106706,5464722,Online purchase
2745,2386689,2022-04-14,transfer,28500.131254456177,Germany,Normal,54885.65524290124,3592055,Loan repayment
2746,3846230,2022-10-21,payment,64724.441358146054,India,Fraudulent,998473.8371665754,9159699,Payment for services
2747,3118433,2022-10-02,payment,16096.727940528472,Germany,Normal,358373.85209643195,8148684,Transfer to savings
2748,6553535,2022-03-18,transfer,93031.38822955894,USA,Normal,958344.0843970553,9389605,ATM withdrawal
2749,4678621,2022-03-26,payment,55440.62501736392,China,Normal,773143.6798017255,3459979,Online purchase
2750,5556766,2022-06-17,transfer,49098.26376433838,Russia,Normal,411349.82459543075,3724792,Loan repayment
2751,7227018,2022-09-24,credit,43475.104485693686,India,Normal,118399.58157476802,6446781,Payment for services
2752,6000546,2022-08-15,debit,56664.4686815496,USA,Normal,237269.37103568154,6326709,Transfer to savings
2753,7971138,2022-03-01,debit,2254.4722465066116,Russia,Normal,673077.2716917875,3583934,ATM withdrawal
2754,9607009,2022-12-15,transfer,99008.73659416246,India,Normal,829952.2098584174,5601019,Online purchase
2755,9547900,2022-04-16,debit,55756.862375664656,Brazil,Normal,979442.5477821346,1981497,Loan repayment
2756,8545189,2022-10-26,transfer,3529.148263996377,India,Normal,132248.96779530312,1555319,Payment for services
2757,9852545,2022-09-08,payment,59001.86069391298,China,Normal,156031.75065039756,7932311,Transfer to savings
2758,3681206,2022-02-16,credit,43713.50504138498,China,Normal,42535.23274247735,3686909,ATM withdrawal
2759,7643433,2022-09-19,debit,2413.529289674223,Germany,Normal,260438.48904963848,4991308,Online purchase
2760,1187771,2022-08-17,debit,92443.63092822573,India,Normal,821085.3320674296,4114118,Loan repayment
2761,1237199,2022-01-29,payment,1066.5815386605968,Brazil,Normal,198337.03104523456,8214181,Payment for services
2762,8290213,2022-08-21,credit,57791.38897101336,China,Normal,547909.9634200794,7924034,Transfer to savings
2763,3857281,2022-03-09,credit,96179.45685514613,Germany,Normal,446462.5572862193,6671082,ATM withdrawal
2764,3274316,2022-09-20,credit,23768.07365333277,Brazil,Normal,325893.659715902,3533387,Online purchase
2765,1751518,2022-08-01,payment,25425.365633617228,Brazil,Normal,618384.5788131186,3958390,Loan repayment
2766,9227323,2022-08-22,debit,52.30862472963486,Brazil,Normal,502375.5567512625,6562869,Payment for services
2767,1513313,2022-10-16,debit,6644.45368707821,USA,Normal,334829.6971672336,9516564,Transfer to savings
2768,3332214,2022-01-30,credit,4498.392273593041,China,Normal,688882.0000314929,2972154,ATM withdrawal
2769,6081820,2022-10-14,payment,82267.40180600567,USA,Normal,280040.19421943603,7414069,Online purchase
2770,6266662,2022-08-25,payment,83675.38961879245,USA,Suspicious,643219.0214605015,9211323,Loan repayment
2771,3250397,2022-12-11,payment,72672.74141761042,China,Normal,957250.1437547167,3712154,Payment for services
2772,9291860,2022-06-07,credit,35280.97380158404,India,Normal,728979.0839835983,9827204,Transfer to savings
2773,9843026,2022-01-12,payment,82127.23244438533,Russia,Normal,418457.7196803644,4483564,ATM withdrawal
2774,8726360,2022-07-22,credit,53982.054279085765,Germany,Normal,747584.5652704048,2119930,Online purchase
2775,8846613,2022-05-11,credit,30437.984545227526,Russia,Normal,809260.8926184701,3655932,Loan repayment
2776,2472542,2022-01-02,credit,43733.3041437479,Russia,Suspicious,325907.8829512756,6756713,Payment for services
2777,9333648,2022-04-22,transfer,6586.119305759221,Russia,Normal,705161.7024367228,1606379,Transfer to savings
2778,5473014,2022-10-24,credit,94491.41958812387,Russia,Normal,434452.7564538074,9009093,ATM withdrawal
2779,1562621,2022-02-07,payment,61915.45057101049,China,Normal,818540.6295336905,8356499,Online purchase
2780,4529801,2022-01-24,transfer,73126.10215160798,Russia,Normal,295448.05741584324,2628247,Loan repayment
2781,5808163,2022-08-05,debit,67661.57120828347,Germany,Normal,937765.8940574302,6290749,Payment for services
2782,7284851,2022-06-26,debit,66778.32095225286,India,Normal,574829.458570247,6839383,Transfer to savings
2783,2598099,2022-12-25,payment,1735.9259398690365,China,Normal,353367.98360432166,4634653,ATM withdrawal
2784,2195885,2022-02-02,payment,52541.87426568682,Russia,Normal,419429.3315849509,7117573,Online purchase
2785,4898190,2022-10-05,payment,82172.80576026716,Brazil,Normal,347863.8334527011,9021324,Loan repayment
2786,8386133,2022-01-31,payment,4461.439952645878,China,Normal,146331.71122356958,9978027,Payment for services
2787,4388445,2022-02-05,transfer,95617.00673198818,India,Normal,68585.54764778048,6222201,Transfer to savings
2788,3742974,2022-08-30,payment,42421.72670376886,Russia,Normal,321846.51726874715,1229732,ATM withdrawal
2789,9197590,2022-01-17,credit,28996.650250216608,USA,Normal,458744.5720340821,4681370,Online purchase
2790,9182535,2022-05-27,debit,53186.81795057786,China,Normal,361880.7577420754,6203118,Loan repayment
2791,9066513,2022-07-29,payment,80123.4066424252,Brazil,Normal,14018.111716945474,1709246,Payment for services
2792,3584182,2022-04-03,credit,47480.75862624607,China,Normal,579048.3453278833,5032775,Transfer to savings
2793,5363089,2022-03-11,payment,64514.11660187332,USA,Normal,144901.9982429516,4680984,ATM withdrawal
2794,3797921,2022-11-25,credit,49996.43964280732,China,Normal,211084.17803375985,5743694,Online purchase
2795,9657768,2022-11-27,transfer,63130.912941549504,Brazil,Normal,120836.45942777235,4775204,Loan repayment
2796,1441904,2022-08-04,debit,13811.71121051169,India,Normal,520480.686755514,8601324,Payment for services
2797,6070414,2022-07-11,debit,3875.9519839482136,Brazil,Normal,95249.7764847787,3600194,Transfer to savings
2798,6092792,2022-07-15,transfer,13698.771555682299,India,Normal,256431.6134589944,5882796,ATM withdrawal
2799,1578526,2022-08-18,credit,28590.956084946236,Brazil,Normal,451763.546748231,7593930,Online purchase
2800,7612208,2022-07-13,payment,25343.0726841862,Germany,Normal,167792.11428335402,9368136,Loan repayment
2801,8587676,2022-07-12,credit,61521.383212568086,China,Normal,446296.7375656628,2445123,Payment for services
2802,1837393,2022-02-11,debit,45594.38351918275,China,Normal,342800.8522048202,3195568,Transfer to savings
2803,6134544,2022-12-16,transfer,3890.8099828744334,USA,Normal,860611.1176518687,2881265,ATM withdrawal
2804,1814422,2022-12-05,transfer,3496.2419726393873,Germany,Normal,794923.7223070265,4089231,Online purchase
2805,6305431,2022-10-04,credit,9067.894332045369,USA,Normal,992855.298007185,6488119,Loan repayment
2806,3263429,2022-03-10,credit,35314.58492851259,China,Normal,528958.8417921509,2759659,Payment for services
2807,4135812,2022-12-01,transfer,628.2332668633077,USA,Normal,575439.5538481943,4022340,Transfer to savings
2808,3938687,2022-06-28,debit,49403.78667035974,India,Normal,946651.1835309212,5896952,ATM withdrawal
2809,6153435,2022-03-02,payment,36073.35973428718,Germany,Normal,399652.2554660497,2633874,Online purchase
2810,2416842,2022-04-02,payment,55548.575831058224,Brazil,Normal,555727.1162397414,1442077,Loan repayment
2811,4689024,2022-10-03,credit,72085.31455599926,India,Normal,379147.5871759011,2876548,Payment for services
2812,5396650,2022-07-21,transfer,25104.77181983064,Russia,Normal,545906.1198275031,5325275,Transfer to savings
2813,4702418,2022-09-28,transfer,15716.79392641468,Brazil,Normal,80858.3558742877,6290662,ATM withdrawal
2814,4641771,2022-03-07,transfer,27812.57506077912,USA,Normal,783815.713934397,7572961,Online purchase
2815,7428099,2022-04-25,debit,186.30056337103107,China,Normal,985281.419434301,9466877,Loan repayment
2816,5079441,2022-01-02,credit,12010.095423022814,India,Normal,65833.82839930998,7927371,Payment for services
2817,6356430,2022-01-12,credit,75085.52806499657,Germany,Normal,801059.6262584511,6500886,Transfer to savings
2818,7775602,2022-06-02,credit,22288.45617160451,Brazil,Normal,241810.6270149842,7535503,ATM withdrawal
2819,1960652,2022-08-26,debit,99430.02038406582,Russia,Normal,197627.2985716536,7108488,Online purchase
2820,3188370,2022-12-11,credit,16791.473821267267,India,Normal,693401.0612336291,3667172,Loan repayment
2821,7985945,2022-10-06,payment,78879.28383939368,China,Normal,44227.835331726055,9521390,Payment for services
2822,4994528,2022-08-06,credit,70507.3967378352,Germany,Normal,463293.0233176351,2343140,Transfer to savings
2823,3076475,2022-09-30,credit,32219.992960202602,Germany,Normal,1544.3214687297925,5342920,ATM withdrawal
2824,3141912,2022-07-14,credit,33080.60696516086,Brazil,Normal,554438.5892436092,9283493,Online purchase
2825,4144311,2022-04-28,debit,56359.52258090078,India,Normal,462135.45956485014,3801492,Loan repayment
2826,1285622,2022-05-07,payment,85238.88600728102,India,Normal,915491.0584200044,6420715,Payment for services
2827,2962889,2022-08-24,payment,38624.832542505246,Germany,Normal,720299.8755941369,9601830,Transfer to savings
2828,2396436,2022-06-27,transfer,6127.37629303147,USA,Normal,126093.57126175336,8539826,ATM withdrawal
2829,3195690,2022-03-21,transfer,37448.17349846065,Germany,Normal,354604.5057559721,2363089,Online purchase
2830,6170080,2022-05-22,payment,20739.19419754171,China,Normal,931586.6117018439,5830116,Loan repayment
2831,5705815,2022-04-07,credit,93921.30963633109,India,Normal,725361.6138593623,8706387,Payment for services
2832,3982410,2022-02-27,credit,69730.46189413099,Brazil,Normal,594315.6874747904,7251868,Transfer to savings
2833,7674192,2022-01-17,credit,5092.758094692731,India,Normal,559115.683627823,4601443,ATM withdrawal
2834,2404355,2022-12-05,debit,29305.923840888016,Germany,Normal,398158.656557237,8599223,Online purchase
2835,6056093,2022-08-03,credit,5031.094332431485,China,Normal,585242.9425227107,8510124,Loan repayment
2836,3464722,2022-11-11,debit,83003.36687077486,USA,Normal,771687.2484261036,1429133,Payment for services
2837,7559442,2022-01-09,payment,90630.57722669702,India,Normal,127624.92258873185,5306448,Transfer to savings
2838,6630761,2022-05-04,credit,11236.837787849046,Germany,Normal,969833.6565841598,6973730,ATM withdrawal
2839,3901092,2022-04-16,credit,44034.60170040953,Russia,Suspicious,239440.9326020656,8850032,Online purchase
2840,2722907,2022-02-04,transfer,93189.00935082423,Germany,Normal,447797.9071692312,4859564,Loan repayment
2841,3870574,2022-02-21,payment,14529.716554599909,Germany,Suspicious,22813.353085317205,5777652,Payment for services
2842,7882799,2022-11-01,credit,29197.440029724927,China,Normal,550390.8883661896,3436467,Transfer to savings
2843,8952017,2022-01-18,debit,30434.422270763862,Germany,Normal,381928.6605768976,9258057,ATM withdrawal
2844,7921983,2022-08-17,payment,3015.5306370778303,Germany,Normal,249830.89668577103,7424951,Online purchase
2845,7526925,2022-11-03,transfer,3636.9607366521664,Germany,Normal,985525.7013569776,8739979,Loan repayment
2846,6365986,2022-12-11,payment,95279.75478002046,India,Normal,428198.3285580072,5844633,Payment for services
2847,7759291,2022-12-27,debit,57113.54997253554,Germany,Normal,414354.9339575377,8549952,Transfer to savings
2848,9343528,2022-01-25,transfer,30671.7656596475,China,Normal,463156.95415452804,9879523,ATM withdrawal
2849,6532388,2022-05-06,debit,37873.67932405139,Russia,Normal,116242.16368825469,9576517,Online purchase
2850,9020364,2022-01-23,payment,71487.14445521397,India,Normal,393156.80020396365,1098670,Loan repayment
2851,8451747,2022-07-25,transfer,36658.05518342649,Russia,Normal,336470.6186796508,1735844,Payment for services
2852,4881857,2022-08-13,debit,22783.762705297893,Germany,Normal,465177.94631667814,1298695,Transfer to savings
2853,5537871,2022-04-30,payment,10192.715786563942,USA,Normal,856635.5047245979,2185674,ATM withdrawal
2854,1291464,2022-10-04,debit,72896.01184168653,Russia,Normal,192866.11601965092,7368068,Online purchase
2855,5739400,2022-04-22,credit,18064.69601735572,China,Normal,607778.5517870507,5520167,Loan repayment
2856,1118581,2022-01-29,payment,6974.130509930495,USA,Normal,37733.32604295295,3379987,Payment for services
2857,6370807,2022-03-13,transfer,42701.17500519274,China,Normal,316860.82284981094,6766249,Transfer to savings
2858,4852256,2022-09-15,transfer,3966.7004715172643,USA,Normal,472710.3533307832,4354888,ATM withdrawal
2859,9727148,2022-05-29,credit,96500.15585370525,Germany,Normal,74371.72288247666,2889537,Online purchase
2860,1501590,2022-04-30,debit,62733.023827808225,USA,Normal,544013.5378300386,6338755,Loan repayment
2861,4360492,2022-10-22,debit,15278.154076551615,Russia,Normal,310394.58850997285,4124569,Payment for services
2862,1872328,2022-06-13,transfer,17253.6841039816,USA,Normal,992810.7325909536,5621522,Transfer to savings
2863,5809479,2022-10-23,debit,56987.14974248181,China,Normal,631006.4052354528,2913848,ATM withdrawal
2864,4110691,2022-11-03,payment,35663.01007620598,Germany,Normal,244250.7784961158,5940882,Online purchase
2865,2358097,2022-12-11,payment,77428.9317513295,China,Normal,102762.97812299078,2572588,Loan repayment
2866,9313157,2022-06-14,transfer,54585.19049703547,Germany,Normal,40815.70739360232,9345787,Payment for services
2867,2294315,2022-05-02,payment,43339.05421373888,Russia,Normal,90864.18704877408,4497377,Transfer to savings
2868,7087595,2022-06-04,transfer,96298.39500404651,Brazil,Normal,680091.5210762306,8242623,ATM withdrawal
2869,3575508,2022-03-15,debit,39078.9983304068,India,Normal,855006.7767667406,4975071,Online purchase
2870,5510784,2022-12-05,debit,40067.08627049638,Russia,Normal,156817.44139960676,3497819,Loan repayment
2871,1164074,2022-09-24,debit,66580.58438186829,Russia,Normal,402194.2401073992,7619466,Payment for services
2872,3570466,2022-04-24,credit,80949.7636263756,India,Normal,354299.91966157197,6242621,Transfer to savings
2873,4287093,2022-07-31,transfer,62625.23693594594,China,Normal,644553.6393789538,1200159,ATM withdrawal
2874,2017481,2022-06-03,payment,69864.0361032223,Russia,Normal,182759.61393549712,7272979,Online purchase
2875,4594804,2022-05-21,debit,37299.42754097545,Germany,Normal,953323.9785164667,4491310,Loan repayment
2876,9451115,2022-02-01,credit,47954.88867946119,USA,Normal,728583.5262524673,3577716,Payment for services
2877,3338377,2022-10-13,payment,19711.538295931652,Russia,Normal,955076.3716967567,6000570,Transfer to savings
2878,1806564,2022-10-30,payment,68027.84660494537,India,Normal,277441.50802887115,3954233,ATM withdrawal
2879,4918949,2022-03-31,payment,22152.97952326668,Russia,Normal,587756.8662947698,3264330,Online purchase
2880,7047511,2022-11-17,debit,135.66697142718021,China,Normal,732294.7103166245,1813294,Loan repayment
2881,1737954,2022-12-14,payment,93376.87435947705,China,Normal,710985.1271454571,7011478,Payment for services
2882,3908056,2022-08-07,transfer,30608.463969043234,China,Normal,21443.96481842068,9993429,Transfer to savings
2883,8840130,2022-10-12,credit,19671.23792617557,Germany,Normal,998289.3345735361,1385028,ATM withdrawal
2884,9357998,2022-09-11,payment,26821.991629267934,Russia,Normal,928067.1667715082,1827297,Online purchase
2885,6934261,2022-01-25,payment,33051.46528488857,China,Normal,119840.10606448347,5397373,Loan repayment
2886,5510579,2022-06-26,transfer,47459.897180552885,Brazil,Normal,543612.4176177409,8467678,Payment for services
2887,8563493,2022-11-26,payment,6944.473585149477,USA,Normal,314624.9996738842,5628526,Transfer to savings
2888,3535232,2022-12-10,debit,5276.788888983033,China,Normal,878906.1265226941,1734500,ATM withdrawal
2889,8704694,2022-07-15,debit,29298.14744615188,Germany,Normal,697549.8786250954,6893486,Online purchase
2890,3378907,2022-09-26,debit,29583.65545839761,USA,Normal,223594.8050167198,1814501,Loan repayment
2891,7990607,2022-06-13,payment,11773.446319145363,USA,Normal,33957.75925275406,5627429,Payment for services
2892,5532688,2022-12-23,credit,40485.11151611022,India,Normal,291812.62843451265,2330591,Transfer to savings
2893,8579751,2022-08-02,credit,28410.0265335962,China,Normal,38233.45908055729,9288068,ATM withdrawal
2894,8133131,2022-07-29,payment,2615.2947239790597,China,Normal,141396.58192706245,9861592,Online purchase
2895,3363162,2022-03-18,credit,88573.22083430686,Russia,Normal,636174.42780955,2001248,Loan repayment
2896,5881909,2022-06-03,credit,88603.0416141786,Germany,Normal,745110.559611213,8168575,Payment for services
2897,6680820,2022-07-12,payment,20926.13346881827,Brazil,Normal,468070.09831575875,7216646,Transfer to savings
2898,3692794,2022-04-05,debit,16295.594094153144,Russia,Normal,600327.8419070592,4718543,ATM withdrawal
2899,3345704,2022-10-03,payment,54733.8035070547,Brazil,Normal,155969.44776238286,9587440,Online purchase
2900,9811940,2022-08-31,debit,63079.04276311327,India,Normal,316863.4910156538,2897979,Loan repayment
2901,9220038,2022-05-04,debit,95754.6803191328,Brazil,Normal,712912.5588930261,5423290,Payment for services
2902,9277983,2022-04-26,credit,37741.072179414856,Germany,Normal,364954.62697348656,7317582,Transfer to savings
2903,1292575,2022-06-03,credit,61823.85228302719,India,Normal,348876.34246543073,6440021,ATM withdrawal
2904,2459700,2022-12-29,debit,87819.32276997292,China,Normal,194073.23776234302,7813449,Online purchase
2905,9417944,2022-03-15,debit,45000.87904022719,Brazil,Normal,594865.3935776347,3308278,Loan repayment
2906,4201078,2022-08-26,credit,12243.35165822103,Germany,Normal,809557.6521585961,6636959,Payment for services
